,word,row,col,endpoint,direction,completion
0,merlot,25,25,30,ACROSS,0
1,divert,20,30,25,DOWN,0
2,mirror,21,29,34,ACROSS,0
3,executioner,23,21,31,ACROSS,0
4,mostly,20,33,25,DOWN,0
5,strangely,17,21,25,DOWN,0
6,combative,18,16,24,ACROSS,0
7,motherfucking,21,10,22,ACROSS,0
8,spacing,20,24,26,DOWN,0
9,ham,16,18,18,DOWN,0
10,tacos,23,33,37,ACROSS,0
11,hitch,16,14,18,ACROSS,0
12,persecuted,14,12,23,DOWN,0
13,nachos,17,7,12,ACROSS,0
14,seltzer,15,7,13,ACROSS,0
15,bureaucrats,5,7,15,DOWN,0
16,homework,7,1,8,ACROSS,0
17,sub,5,5,7,ACROSS,0
18,leery,12,4,8,ACROSS,0
19,bureaucrat,9,3,12,ACROSS,0
20,scraped,23,6,12,ACROSS,0
21,crossword,1,2,9,DOWN,0
22,concept,1,2,8,ACROSS,0
23,mote,3,1,4,ACROSS,0
24,sexless,11,5,17,DOWN,0
25,painkiller,0,10,9,DOWN,0
26,deterioration,0,12,12,DOWN,0
27,death,0,12,16,ACROSS,0
28,cataclysmic,19,2,12,ACROSS,0
29,indefensible,3,9,20,ACROSS,0
30,bozo,6,11,14,ACROSS,0
31,submit,1,18,6,DOWN,0
32,orders,11,12,17,ACROSS,0
33,leeway,25,16,21,ACROSS,0
34,announcer,1,15,9,DOWN,0
35,lefts,8,14,18,ACROSS,0
36,flavored,17,3,24,DOWN,0
37,fiance,5,17,22,ACROSS,0
38,feather,0,22,6,DOWN,0
39,piping,13,15,18,DOWN,0
40,flail,0,22,26,ACROSS,0
41,invoke,14,15,20,ACROSS,0
42,strangulation,12,28,24,DOWN,0
43,sins,1,18,21,ACROSS,0
44,recognizing,14,28,38,ACROSS,0
45,thru,3,22,25,ACROSS,0
46,samaritan,12,28,36,ACROSS,0
47,eighties,17,26,33,ACROSS,0
48,lucky,19,28,32,ACROSS,0
49,harmless,1,24,8,DOWN,0
50,ballistics,7,19,28,ACROSS,0
51,darts,16,1,5,ACROSS,0
52,clockwork,5,32,13,DOWN,0
53,mocks,5,30,34,ACROSS,0
54,outlets,7,32,38,ACROSS,0
55,fastened,1,36,8,DOWN,0
56,annul,2,36,40,ACROSS,0
57,froufrou,21,1,8,ACROSS,0
58,squashing,0,39,8,DOWN,0
59,dozing,4,26,9,DOWN,0
60,reappears,0,31,39,ACROSS,0
61,barrow,10,27,32,ACROSS,0
62,moment,3,30,8,DOWN,0
63,softer,4,39,44,ACROSS,0
64,economics,4,43,12,DOWN,0
65,urethra,15,26,21,DOWN,0
66,forming,3,27,33,ACROSS,0
67,hallucination,18,35,30,DOWN,0
68,grift,10,41,45,ACROSS,0
69,lavender,19,34,41,ACROSS,0
70,schizophrenic,28,24,36,ACROSS,0
71,chamber,26,33,39,ACROSS,0
72,purposely,12,38,46,ACROSS,0
73,dividends,30,29,37,ACROSS,0
74,haunt,7,40,44,ACROSS,0
75,dark,6,20,9,DOWN,0
76,amateur,15,21,27,ACROSS,0
77,mucus,1,34,5,DOWN,0
78,device,2,4,7,DOWN,0
79,does,5,25,28,ACROSS,0
80,catchers,13,41,20,DOWN,0
81,raisers,14,40,46,ACROSS,0
82,spend,8,18,12,DOWN,0
83,context,16,41,47,ACROSS,0
84,beetles,13,44,19,DOWN,0
85,shooter,11,24,17,DOWN,0
86,advent,5,45,10,DOWN,0
87,arboretum,10,47,18,DOWN,0
88,cock,13,23,26,ACROSS,0
89,igloo,0,28,4,DOWN,0
90,bamboo,22,9,27,DOWN,0
91,inbound,25,7,13,ACROSS,0
92,siege,18,42,46,ACROSS,0
93,multimedia,20,38,29,DOWN,0
94,caterwauling,22,17,33,DOWN,0
95,holes,11,20,24,ACROSS,0
96,cloths,27,7,12,ACROSS,0
