,word,row,col,endpoint,direction,completion
0,advert,25,25,30,ACROSS,0
1,repertoire,16,28,25,DOWN,0
2,humble,17,23,28,ACROSS,0
3,surname,19,22,28,ACROSS,0
4,mitts,21,25,29,ACROSS,0
5,tarts,15,22,19,DOWN,0
6,hallucination,15,13,25,ACROSS,0
7,iced,23,28,31,ACROSS,0
8,prosper,18,24,24,DOWN,0
9,hazing,11,20,16,DOWN,0
10,sponsoring,7,25,16,DOWN,0
11,ogle,9,25,28,ACROSS,0
12,averse,7,21,26,ACROSS,0
13,negatively,23,17,26,ACROSS,0
14,breakable,12,15,23,ACROSS,0
15,thirties,1,23,8,DOWN,0
16,sales,11,25,29,ACROSS,0
17,cirrhosis,2,19,27,ACROSS,0
18,collapse,2,19,9,DOWN,0
19,shaping,2,27,8,DOWN,0
20,dominance,9,11,19,ACROSS,0
21,knitting,3,15,10,DOWN,0
22,furious,5,12,18,ACROSS,0
23,homecoming,8,12,17,DOWN,0
24,smirking,3,11,18,ACROSS,0
25,realize,4,25,31,ACROSS,0
26,say,3,11,5,DOWN,0
27,indulge,6,27,33,ACROSS,0
28,aspirin,16,6,12,ACROSS,0
29,embraces,11,6,13,ACROSS,0
30,commandments,7,5,16,ACROSS,0
31,dabbled,1,33,7,DOWN,0
32,footstool,13,5,13,ACROSS,0
33,cinematic,2,9,10,DOWN,0
34,penises,5,4,10,ACROSS,0
35,carbs,2,32,36,ACROSS,0
36,unanimously,6,30,16,DOWN,0
37,platypus,15,29,36,ACROSS,0
38,psychology,1,36,10,DOWN,0
39,partied,8,29,35,ACROSS,0
40,extinguish,13,32,22,DOWN,0
41,landlord,7,36,43,ACROSS,0
42,spell,21,32,36,ACROSS,0
43,damsel,0,31,5,DOWN,0
44,slurping,19,30,37,ACROSS,0
45,trimester,6,42,14,DOWN,0
46,egos,10,42,45,ACROSS,0
47,jammed,0,26,31,ACROSS,0
48,pollard,14,37,43,ACROSS,0
49,rowing,1,6,6,DOWN,0
50,cutout,2,3,8,ACROSS,0
51,industrialist,17,31,43,ACROSS,0
52,swipe,10,45,14,DOWN,0
53,educating,0,38,8,DOWN,0
54,hopelessly,0,33,42,ACROSS,0
55,machines,4,37,44,ACROSS,0
56,moreover,14,10,21,DOWN,0
57,consensual,18,9,18,ACROSS,0
58,constitutional,2,3,15,DOWN,0
59,manicure,20,3,10,ACROSS,0
60,sunroom,9,2,8,ACROSS,0
61,forgive,0,21,6,DOWN,0
62,constable,1,44,9,DOWN,0
63,ump,2,38,40,ACROSS,0
64,slumber,6,40,12,DOWN,0
65,corporeal,20,7,28,DOWN,0
66,invested,11,34,41,ACROSS,0
67,splash,23,6,11,ACROSS,0
68,area,6,44,47,ACROSS,0
69,study,13,17,17,DOWN,0
70,circumvent,25,5,14,ACROSS,0
71,discarded,27,3,11,ACROSS,0
72,countrymen,20,17,29,DOWN,0
73,agonizing,21,15,23,ACROSS,0
74,soda,2,43,46,ACROSS,0
75,perfectionist,28,13,25,ACROSS,0
76,trippy,12,43,48,ACROSS,0
77,cheek,3,46,7,DOWN,0
78,riding,25,17,22,ACROSS,0
79,brace,13,24,28,ACROSS,0
80,firemen,13,5,19,DOWN,0
81,scams,9,37,41,ACROSS,0
82,dictation,16,38,24,DOWN,0
83,chicken,18,0,6,ACROSS,0
84,futon,12,0,4,ACROSS,0
85,explodes,23,34,41,ACROSS,0
86,perishable,12,47,21,DOWN,0
87,group,9,1,13,DOWN,0
88,hoagie,21,42,47,ACROSS,0
89,photographic,16,45,27,DOWN,0
90,chaperoning,26,37,47,ACROSS,0
91,remodeled,20,12,28,DOWN,0
92,checkbook,15,0,23,DOWN,0
93,irregularities,18,2,31,DOWN,0
94,davenport,14,14,22,DOWN,0
95,incubators,29,2,11,ACROSS,0
96,gnome,19,40,23,DOWN,0
97,lessen,13,31,36,ACROSS,0
98,snubbed,31,2,8,ACROSS,0
99,picking,17,19,23,DOWN,0
100,recombinant,22,34,32,DOWN,0
101,dissing,28,30,36,ACROSS,0
102,fudge,4,17,8,DOWN,0
103,sorted,32,31,36,ACROSS,0
104,asking,30,34,39,ACROSS,0
105,remember,25,41,32,DOWN,0
106,residue,28,40,46,ACROSS,0
107,slacker,28,24,34,DOWN,0
108,chauvinistic,31,13,24,ACROSS,0
109,ipecac,33,22,27,ACROSS,0
110,panel,23,44,48,ACROSS,0
111,parks,32,39,43,ACROSS,0
112,dislodge,25,26,32,DOWN,0
113,bird,30,41,44,ACROSS,0
114,bookish,19,43,25,DOWN,0
115,grieves,26,31,32,DOWN,0
116,busy,23,1,4,ACROSS,0
117,screwdriver,29,11,39,DOWN,0
118,frogs,25,32,36,ACROSS,0
119,drools,34,11,16,ACROSS,0
120,unload,29,38,34,DOWN,0
121,merchandising,34,31,43,ACROSS,0
122,drainpipe,36,5,13,ACROSS,0
123,iron,4,0,3,ACROSS,0
