,word,row,col,endpoint,direction,completion
0,slimmer,25,25,31,ACROSS,0
1,fritz,23,27,27,DOWN,0
2,incriminate,15,30,25,DOWN,0
3,detectives,15,24,33,ACROSS,0
4,braces,17,27,32,ACROSS,0
5,addresses,23,30,38,ACROSS,0
6,trade,11,25,15,DOWN,0
7,sycamore,12,19,26,ACROSS,0
8,subconscious,19,22,33,ACROSS,0
9,protocols,4,19,12,DOWN,0
10,conserve,5,14,21,ACROSS,0
11,superior,8,13,20,ACROSS,0
12,tidbits,21,26,32,ACROSS,0
13,remembrance,5,22,15,DOWN,0
14,asset,3,17,7,DOWN,0
15,boysenberry,10,22,32,ACROSS,0
16,appendicitis,3,17,28,ACROSS,0
17,tortillas,0,13,8,DOWN,0
18,terrace,0,13,19,ACROSS,0
19,untie,3,11,15,ACROSS,0
20,mag,7,22,24,ACROSS,0
21,froufrou,10,13,20,ACROSS,0
22,jewel,6,9,13,ACROSS,0
23,shackled,0,10,7,DOWN,0
24,palms,0,6,10,ACROSS,0
25,crumbles,4,29,11,DOWN,0
26,pothead,0,6,6,DOWN,0
27,flimsy,7,26,31,ACROSS,0
28,hardens,4,2,8,ACROSS,0
29,synthesize,15,13,22,ACROSS,0
30,inferno,5,25,31,ACROSS,0
31,sewn,0,21,3,DOWN,0
32,flexibility,0,32,10,DOWN,0
33,bays,0,28,3,DOWN,0
34,two,2,6,8,ACROSS,0
35,bordering,2,4,10,DOWN,0
36,stadium,0,21,27,ACROSS,0
37,defenseless,0,30,40,ACROSS,0
38,protector,12,16,20,DOWN,0
39,criticizing,8,0,10,ACROSS,0
40,attack,17,12,17,ACROSS,0
41,prevention,2,30,39,ACROSS,0
42,destined,1,34,8,DOWN,0
43,foisting,1,38,8,DOWN,0
44,pointed,6,36,42,ACROSS,0
45,bobby,19,15,19,ACROSS,0
46,outlive,0,41,6,DOWN,0
47,anagram,8,35,41,ACROSS,0
48,overcooked,4,0,13,DOWN,0
49,dissection,13,0,9,ACROSS,0
50,ballsy,7,40,12,DOWN,0
51,furry,12,36,40,ACROSS,0
52,moors,13,13,17,ACROSS,0
53,kidding,4,40,46,ACROSS,0
54,considers,0,44,8,DOWN,0
55,clapping,10,39,46,ACROSS,0
56,tells,4,34,38,ACROSS,0
57,barrio,9,7,14,DOWN,0
58,flirtatious,12,12,22,DOWN,0
59,pilgrim,11,3,9,ACROSS,0
60,slugged,21,10,16,ACROSS,0
61,pungent,2,42,48,ACROSS,0
62,investigating,1,47,13,DOWN,0
63,knee,6,1,4,ACROSS,0
64,unsure,9,27,14,DOWN,0
65,twat,17,14,20,DOWN,0
66,dreamer,11,38,17,DOWN,0
67,bend,12,45,48,ACROSS,0
68,month,15,38,42,ACROSS,0
69,fatty,12,36,16,DOWN,0
70,cots,0,44,47,ACROSS,0
71,remove,13,27,32,ACROSS,0
72,kayak,17,19,21,DOWN,0
73,sarcophagus,17,36,46,ACROSS,0
74,morally,14,43,20,DOWN,0
75,burning,16,45,22,DOWN,0
76,unforgettable,11,34,23,DOWN,0
77,ligament,21,39,46,ACROSS,0
78,scarlet,12,5,18,DOWN,0
79,legendary,17,2,10,ACROSS,0
80,bluffing,16,2,23,DOWN,0
81,muffins,19,0,6,ACROSS,0
82,schoolgirl,19,6,28,DOWN,0
83,paging,23,0,5,ACROSS,0
84,chaperoning,15,0,10,ACROSS,0
85,jeeps,7,42,11,DOWN,0
86,chucks,17,23,22,DOWN,0
87,barf,21,34,37,ACROSS,0
88,stalk,19,40,44,ACROSS,0
89,nigger,25,3,8,ACROSS,0
90,next,22,37,25,DOWN,0
91,auspicious,19,10,28,DOWN,0
92,sloshed,28,7,13,ACROSS,0
93,toxins,22,18,23,ACROSS,0
94,loitering,23,8,16,ACROSS,0
95,operating,26,10,18,ACROSS,0
96,expenditure,16,21,26,DOWN,0
97,improve,21,0,27,DOWN,0
98,diuretics,20,40,28,DOWN,0
99,sneaking,26,35,42,ACROSS,0
100,strangers,28,32,40,ACROSS,0
101,bandwagon,24,17,32,DOWN,0
102,gloomy,30,17,22,ACROSS,0
103,naphthalene,32,8,18,ACROSS,0
104,phenomenon,26,19,35,DOWN,0
105,skid,7,45,48,ACROSS,0
106,splashing,35,12,20,ACROSS,0
107,pachyderm,27,35,35,DOWN,0
108,officer,33,30,36,ACROSS,0
109,mondo,14,43,47,ACROSS,0
110,abortion,24,33,31,DOWN,0
111,improper,35,34,41,ACROSS,0
112,lucifer,17,25,23,DOWN,0
113,gem,24,39,41,ACROSS,0
114,inexcusable,24,3,34,DOWN,0
115,firepower,34,0,8,ACROSS,0
116,himself,27,19,25,ACROSS,0
117,flaw,19,8,11,ACROSS,0
118,oracles,31,1,7,ACROSS,0
119,newspaper,33,19,27,ACROSS,0
120,bleach,25,23,30,DOWN,0
121,tat,1,26,3,DOWN,0
122,resented,27,12,34,DOWN,0
123,dropping,31,27,34,ACROSS,0
124,squatter,29,9,36,DOWN,0
125,kidnap,4,25,9,DOWN,0
126,resume,24,18,23,ACROSS,0
127,sorcery,36,4,10,ACROSS,0
128,dispensation,29,26,40,DOWN,0
129,islands,35,25,31,ACROSS,0
130,martin,37,23,28,ACROSS,0
131,piffle,7,2,12,DOWN,0
132,mood,39,24,27,ACROSS,0
133,smorgasbord,22,42,32,DOWN,0
134,awed,30,10,13,ACROSS,0
135,insert,31,38,43,ACROSS,0
136,poise,1,8,5,DOWN,0
137,icehouse,27,29,34,DOWN,0
138,cheese,32,40,37,DOWN,0
139,medicine,37,33,40,ACROSS,0
140,nautical,23,15,30,DOWN,0
141,dim,21,1,3,ACROSS,0
142,snapping,33,15,40,DOWN,0
143,unfortunate,39,8,18,ACROSS,0
144,sharpener,33,39,47,ACROSS,0
145,delivering,25,45,34,DOWN,0
146,participating,31,47,43,DOWN,0
147,kinds,28,44,48,ACROSS,0
148,runners,22,48,28,DOWN,0
149,bested,31,22,36,DOWN,0
150,induced,29,0,6,ACROSS,0
151,teapot,37,12,17,ACROSS,0
152,math,23,42,45,ACROSS,0
153,amphetamines,36,33,47,DOWN,0
154,recanting,40,32,40,ACROSS,0
155,blueberries,44,25,35,ACROSS,0
156,frenzy,46,31,36,ACROSS,0
157,pelvic,35,43,48,ACROSS,0
158,decorated,42,28,36,ACROSS,0
159,devoted,35,30,41,DOWN,0
160,editorial,32,1,40,DOWN,0
161,heave,26,44,48,ACROSS,0
162,filler,38,0,5,ACROSS,0
163,gout,38,29,32,ACROSS,0
164,hopeful,36,18,42,DOWN,0
165,semester,37,4,44,DOWN,0
166,metallic,41,41,48,ACROSS,0
167,impostor,41,0,7,ACROSS,0
168,kilter,42,16,21,ACROSS,0
169,idealistic,43,2,11,ACROSS,0
170,holing,43,42,47,ACROSS,0
171,stumped,36,42,42,DOWN,0
172,finalizing,38,39,47,DOWN,0
173,nazi,37,44,47,ACROSS,0
174,delegation,39,20,48,DOWN,0
175,beliefs,46,17,23,ACROSS,0
176,longer,48,18,23,ACROSS,0
177,lawn,44,19,22,ACROSS,0
178,carbo,32,24,36,DOWN,0
179,mileage,45,38,44,ACROSS,0
