,word,row,col,endpoint,direction,completion
0,comedians,25,25,33,ACROSS,0
1,buyer,22,28,26,DOWN,0
2,optional,19,31,26,DOWN,0
3,clavicle,20,25,27,DOWN,0
4,martyrs,21,28,34,ACROSS,0
5,dial,21,22,25,ACROSS,0
6,billing,17,23,23,DOWN,0
7,occasion,18,18,25,ACROSS,0
8,professional,19,29,40,ACROSS,0
9,egomaniac,23,29,37,ACROSS,0
10,fifths,14,34,19,DOWN,0
11,swig,15,32,35,ACROSS,0
12,arugula,12,21,18,DOWN,0
13,diuretic,13,18,25,ACROSS,0
14,pens,27,24,27,ACROSS,0
15,divest,17,29,34,ACROSS,0
16,sympathies,6,19,15,DOWN,0
17,untouchable,10,12,22,ACROSS,0
18,showroom,6,19,26,ACROSS,0
19,scraping,23,16,23,ACROSS,0
20,dares,15,15,19,ACROSS,0
21,solvent,4,14,10,DOWN,0
22,defied,8,10,15,ACROSS,0
23,platter,0,23,6,DOWN,0
24,enlisting,1,21,29,ACROSS,0
25,guardian,15,21,28,ACROSS,0
26,oar,5,14,16,ACROSS,0
27,familial,8,17,24,ACROSS,0
28,tipsy,3,23,27,ACROSS,0
29,raiding,5,10,11,DOWN,0
30,ten,10,8,10,ACROSS,0
31,relegated,6,5,13,ACROSS,0
32,outgrown,1,16,8,DOWN,0
33,knickknacks,0,28,10,DOWN,0
34,outrageous,1,9,18,ACROSS,0
35,delinquent,3,7,16,ACROSS,0
36,extract,3,5,9,DOWN,0
37,pus,10,26,28,ACROSS,0
38,slice,3,1,5,ACROSS,0
39,bah,7,27,29,ACROSS,0
40,freshman,0,1,7,DOWN,0
41,artists,1,0,6,ACROSS,0
42,dink,2,3,5,DOWN,0
43,labrador,6,7,13,DOWN,0
44,certainty,13,5,13,ACROSS,0
45,perfection,10,38,19,DOWN,0
46,endured,11,1,7,ACROSS,0
47,insulted,11,32,39,ACROSS,0
48,toe,14,36,38,ACROSS,0
49,instituted,17,38,47,ACROSS,0
50,miller,8,36,13,DOWN,0
51,complaint,8,34,42,ACROSS,0
52,refuse,0,21,5,DOWN,0
53,savagely,12,9,19,DOWN,0
54,capabilities,18,3,14,ACROSS,0
55,treaties,15,6,13,ACROSS,0
56,colonists,1,42,9,DOWN,0
57,notoriously,2,36,46,ACROSS,0
58,chamomile,4,38,46,ACROSS,0
59,slut,9,2,5,ACROSS,0
60,piper,6,41,45,ACROSS,0
61,abigail,6,32,12,DOWN,0
62,republicans,1,34,11,DOWN,0
63,breathless,5,45,14,DOWN,0
64,scullery,11,41,48,ACROSS,0
65,unconcerned,4,47,14,DOWN,0
66,materialized,3,40,14,DOWN,0
67,terrifically,10,1,21,DOWN,0
68,salami,12,16,17,DOWN,0
69,bren,5,34,37,ACROSS,0
70,scag,6,30,33,ACROSS,0
71,leapt,3,31,35,ACROSS,0
72,capitalize,8,26,17,DOWN,0
73,pointing,12,28,19,DOWN,0
74,flags,4,17,21,ACROSS,0
75,loop,13,27,30,ACROSS,0
76,richest,1,30,7,DOWN,0
77,bumping,10,4,16,DOWN,0
78,kroner,16,18,21,DOWN,0
